,Neighbourhood,Neighbourhood Latitude,Neighbourhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
389,Pike-Market,47.609455790691186,-122.34231358527809,Piroshky Piroshky,47.60986350454703,-122.34244033809314,Bakery
390,Pike-Market,47.609455790691186,-122.34231358527809,Golden Age Collectables,47.60852703704926,-122.3411420279404,Hobby Shop
391,Pike-Market,47.609455790691186,-122.34231358527809,Miss Cafe,47.609507,-122.340975,Turkish Restaurant
392,Belltown,47.61551383267263,-122.34425395558037,G.H. Pasta Co.,47.616738511756324,-122.34227607219455,Restaurant
393,Belltown,47.61551383267263,-122.34425395558037,FOB Poke Bar,47.613829,-122.343809,Poke Place
394,Belltown,47.61551383267263,-122.34425395558037,CrossFit Felix,47.61565190410052,-122.34238990383515,Gym
395,Belltown,47.61551383267263,-122.34425395558037,Fulcrum Coffee,47.61659169858447,-122.34212314458136,Coffee Shop
396,Belltown,47.61551383267263,-122.34425395558037,La Parisienne,47.61691056871237,-122.34654259049594,Bakery
397,Belltown,47.61551383267263,-122.34425395558037,Rocco's,47.61395634040444,-122.34530418231135,Pizza Place
398,Belltown,47.61551383267263,-122.34425395558037,Shiro's,47.61478173286192,-122.34738623053931,Sushi Restaurant
399,Belltown,47.61551383267263,-122.34425395558037,Cinerama,47.6142,-122.34135,Movie Theater
400,Belltown,47.61551383267263,-122.34425395558037,Top Pot Doughnuts,47.615075556219956,-122.34134098331202,Donut Shop
401,Belltown,47.61551383267263,-122.34425395558037,Bangrak Market,47.61429060946862,-122.34653057854129,Thai Restaurant
402,Belltown,47.61551383267263,-122.34425395558037,Karaage Setsuna,47.61513335258734,-122.3475800701562,Japanese Restaurant
403,Belltown,47.61551383267263,-122.34425395558037,Umi Sake House,47.61328539995486,-122.3461109522722,Sushi Restaurant
404,Belltown,47.61551383267263,-122.34425395558037,Have A Heart Belltown,47.6128597,-122.3444025,Marijuana Dispensary
405,Belltown,47.61551383267263,-122.34425395558037,Hotel Five,47.6154922977019,-122.34191805774152,Hotel
406,Belltown,47.61551383267263,-122.34425395558037,Lady Yum,47.61592924065598,-122.34078210263827,Dessert Shop
407,Belltown,47.61551383267263,-122.34425395558037,Tavolàta,47.61431309771801,-122.34667656072256,Italian Restaurant
408,Belltown,47.61551383267263,-122.34425395558037,Roquette,47.613381,-122.345922,Bar
409,Belltown,47.61551383267263,-122.34425395558037,La Fontana Siciliana,47.61307798764166,-122.34471489452514,Italian Restaurant
410,Belltown,47.61551383267263,-122.34425395558037,Downtown Spirits,47.61789165649072,-122.34181480157089,Liquor Store
411,Belltown,47.61551383267263,-122.34425395558037,Jupiter,47.613132987972485,-122.34384190602209,Bar
412,Belltown,47.61551383267263,-122.34425395558037,The Crocodile,47.6134117064686,-122.34434037485109,Rock Club
413,Belltown,47.61551383267263,-122.34425395558037,Macrina Bakery,47.61440633728934,-122.34815542094019,Bakery
414,Belltown,47.61551383267263,-122.34425395558037,Al Basha Kabab,47.61357985356739,-122.34674977940212,Middle Eastern Restaurant
415,Belltown,47.61551383267263,-122.34425395558037,Mud Bay,47.612213151936544,-122.34479867723488,Pet Store
416,Belltown,47.61551383267263,-122.34425395558037,Bathtub Gin & Co.,47.61315,-122.345083,Speakeasy
417,Belltown,47.61551383267263,-122.34425395558037,Wakefield Bar,47.6145257445991,-122.3463081290937,Bar
418,Belltown,47.61551383267263,-122.34425395558037,Evergreens Salad,47.61516683380852,-122.33952890892489,Salad Place
419,Belltown,47.61551383267263,-122.34425395558037,List,47.61322420060583,-122.34618642720784,Lounge
420,Belltown,47.61551383267263,-122.34425395558037,TeKu Tavern,47.61858580046448,-122.34601080358608,Beer Bar
421,Belltown,47.61551383267263,-122.34425395558037,Navy Strength,47.61535513110767,-122.34809571830387,Cocktail Bar
422,International District,47.5980714409322,-122.32185595286053,Lan Huê,47.59919596087398,-122.32022778202317,Vietnamese Restaurant
423,International District,47.5980714409322,-122.32185595286053,Gourmet Noodle Bowl,47.59622078262566,-122.32242382724107,Hotpot Restaurant
424,International District,47.5980714409322,-122.32185595286053,Green Leaf Vietnamese Restaurant,47.59858422766606,-122.3224386644867,Vietnamese Restaurant
425,International District,47.5980714409322,-122.32185595286053,Go Poké,47.598229,-122.325254,Poke Place
426,International District,47.5980714409322,-122.32185595286053,Wing Luke Museum of the Asian Pacific American Experience,47.598443609334545,-122.32300040808246,History Museum
427,International District,47.5980714409322,-122.32185595286053,Kau Kau Barbeque Market,47.59838388345117,-122.3248413522391,Chinese Restaurant
428,International District,47.5980714409322,-122.32185595286053,Chu Minh Tofu And Vegetarian Deli,47.59887052180144,-122.31751898103563,Vietnamese Restaurant
429,International District,47.5980714409322,-122.32185595286053,World Pizza,47.59842425921504,-122.3239498169,Pizza Place
430,International District,47.5980714409322,-122.32185595286053,Ton Kiang Barbeque Noodle House,47.597375658002626,-122.32401727801873,Chinese Restaurant
431,International District,47.5980714409322,-122.32185595286053,Pink Gorilla,47.59825599591475,-122.32624942551264,Video Game Store
432,International District,47.5980714409322,-122.32185595286053,Kinokuniya Book Store,47.59730729413182,-122.32677280990137,Bookstore
433,International District,47.5980714409322,-122.32185595286053,Szechuan Noodle Bowl,47.59851922711214,-122.32255945985528,Chinese Restaurant
434,International District,47.5980714409322,-122.32185595286053,Momo,47.59923477153534,-122.32627285953772,Boutique
435,International District,47.5980714409322,-122.32185595286053,Tamarind Tree,47.59982899733872,-122.31789066445099,Vietnamese Restaurant
436,International District,47.5980714409322,-122.32185595286053,Uwajimaya,47.59685532,-122.32686411,Supermarket
437,International District,47.5980714409322,-122.32185595286053,Vital Tea Leaf,47.5990408,-122.3248711,Tea Room
438,International District,47.5980714409322,-122.32185595286053,Fuji Bakery,47.59835648956966,-122.32641879822985,Bakery
439,International District,47.5980714409322,-122.32185595286053,KOBO,47.59920145030391,-122.3260832149394,Art Gallery
440,International District,47.5980714409322,-122.32185595286053,Shabu Chic,47.5996335306155,-122.31879049162298,Japanese Restaurant
441,International District,47.5980714409322,-122.32185595286053,Yummy House Bakery,47.597742569769764,-122.32629806182162,Bakery
442,International District,47.5980714409322,-122.32185595286053,Chengdu Memory,47.599264,-122.326785,Chinese Restaurant
443,International District,47.5980714409322,-122.32185595286053,Tsukushinbo,47.59996315315612,-122.32687778842212,Japanese Restaurant
444,International District,47.5980714409322,-122.32185595286053,Hood Famous Cafe + Bar,47.59800673680192,-122.32776719034055,Café
445,International District,47.5980714409322,-122.32185595286053,Uwajimaya Deli,47.59736400493353,-122.32726686095577,Deli / Bodega
446,International District,47.5980714409322,-122.32185595286053,Mike's Noodle House,47.598653999593566,-122.32488870620728,Chinese Restaurant
447,International District,47.5980714409322,-122.32185595286053,Young Tea,47.597366213216866,-122.32596158981323,Bubble Tea Shop
448,International District,47.5980714409322,-122.32185595286053,Dong Thap Noodles,47.599841809234114,-122.31739444930886,Noodle House
449,International District,47.5980714409322,-122.32185595286053,Vietnam House,47.59977372229291,-122.3178258509099,Vietnamese Restaurant
450,International District,47.5980714409322,-122.32185595286053,Maneki,47.599674852845304,-122.32636588867386,Sushi Restaurant
451,International District,47.5980714409322,-122.32185595286053,Saigon Deli,47.59908354262406,-122.31536995647217,Vietnamese Restaurant
452,Central Business District,47.60818627266193,-122.33487694417126,The Capital Grille,47.60811479979853,-122.33507741481773,American Restaurant
453,Central Business District,47.60818627266193,-122.33487694417126,Penelope and The Beauty Bar,47.60811709139168,-122.33387229232754,Spa
454,Central Business District,47.60818627266193,-122.33487694417126,Benaroya Hall,47.60795746772859,-122.33645572511435,Concert Hall
455,Central Business District,47.60818627266193,-122.33487694417126,Gelatiamo,47.60875385639418,-122.33699178402144,Dessert Shop
456,Central Business District,47.60818627266193,-122.33487694417126,Seattle Symphony,47.607791160855946,-122.33691097905825,Concert Hall
457,Central Business District,47.60818627266193,-122.33487694417126,Purple Café & Wine Bar,47.60808617171844,-122.33495508012143,Wine Bar
458,Central Business District,47.60818627266193,-122.33487694417126,Georgian Room,47.60810471111521,-122.33400367228325,New American Restaurant
459,Central Business District,47.60818627266193,-122.33487694417126,Kimpton Hotel Monaco Seattle,47.606932,-122.3341,Hotel
460,Central Business District,47.60818627266193,-122.33487694417126,Seattle Art Museum,47.60705223081685,-122.33781915742607,Art Museum
461,Central Business District,47.60818627266193,-122.33487694417126,Veggie Grill,47.6098817,-122.3366367,Vegetarian / Vegan Restaurant
462,Central Business District,47.60818627266193,-122.33487694417126,Four Seasons Seattle,47.607469754725216,-122.33936884144804,Hotel
463,Central Business District,47.60818627266193,-122.33487694417126,Fran's Chocolates,47.607680997438955,-122.33930423218398,Chocolate Shop
464,Central Business District,47.60818627266193,-122.33487694417126,Starbucks Reserve Bar,47.60702679709683,-122.33819858997651,Coffee Shop
465,Central Business District,47.60818627266193,-122.33487694417126,Monorail Espresso,47.610827841360624,-122.33504799148172,Coffee Shop
466,Central Business District,47.60818627266193,-122.33487694417126,Spa at Four Seasons Hotel,47.60744367271977,-122.33934540066396,Spa
467,Central Business District,47.60818627266193,-122.33487694417126,Arc'teryx,47.61036853239337,-122.33654757346869,Clothing Store
468,Central Business District,47.60818627266193,-122.33487694417126,ACT Theatre,47.610763429582846,-122.33290463088242,Theater
469,Central Business District,47.60818627266193,-122.33487694417126,"Loews Hotel 1000, Seattle",47.60516393,-122.33612951,Hotel
470,Central Business District,47.60818627266193,-122.33487694417126,Bottega Italiana,47.60860863310816,-122.3397333748995,Ice Cream Shop
471,Central Business District,47.60818627266193,-122.33487694417126,MOD Pizza,47.60948993,-122.33264748,Pizza Place
472,Central Business District,47.60818627266193,-122.33487694417126,Watson Kennedy Fine Home,47.60536410615451,-122.33669007307982,Gift Shop
473,Central Business District,47.60818627266193,-122.33487694417126,Japonessa,47.607970199974396,-122.33876120593777,Sushi Restaurant
474,Central Business District,47.60818627266193,-122.33487694417126,Ellenos Real Greek Yogurt,47.60884772199345,-122.34047600660855,Frozen Yogurt Shop
475,Central Business District,47.60818627266193,-122.33487694417126,The Terrace Lounge,47.60803945633912,-122.33387479495009,Lounge
476,Central Business District,47.60818627266193,-122.33487694417126,MarketSpice,47.608580115021844,-122.34040722618163,Gourmet Shop
477,Central Business District,47.60818627266193,-122.33487694417126,DeLaurenti Specialty Food & Wine,47.608780514277655,-122.34011292041335,Wine Shop
478,Central Business District,47.60818627266193,-122.33487694417126,Pike Place Fish Market,47.60881291103749,-122.34037068853783,Fish Market
479,Central Business District,47.60818627266193,-122.33487694417126,Can Can,47.609015607324174,-122.34020338645784,Other Nightlife
480,Central Business District,47.60818627266193,-122.33487694417126,Pasta Casalinga,47.60849654421251,-122.34002813613172,Italian Restaurant
481,Central Business District,47.60818627266193,-122.33487694417126,Pike Place Flowers,47.60897411168165,-122.34011838913865,Flower Shop
482,First Hill,47.609909529036564,-122.32395085534795,Piroshki on Madison,47.60997767135052,-122.32333497159284,Snack Place
483,First Hill,47.609909529036564,-122.32395085534795,George's Sausage & Delicatessen,47.60852706623307,-122.32701413275929,Sandwich Place
484,First Hill,47.609909529036564,-122.32395085534795,Pho Saigon Asian Cuisine,47.609219334918166,-122.3256596399003,Asian Restaurant
485,First Hill,47.609909529036564,-122.32395085534795,Frye Art Museum,47.60705069445229,-122.32432584139437,Art Museum
486,First Hill,47.609909529036564,-122.32395085534795,Honeyhole,47.61404473105211,-122.32319695290957,Sandwich Place
487,First Hill,47.609909529036564,-122.32395085534795,Italian Family Pizza,47.60934802201264,-122.32530159757381,Pizza Place
488,First Hill,47.609909529036564,-122.32395085534795,Sugar Bakery + Cafe,47.60914869775373,-122.32578981414184,Bakery
489,First Hill,47.609909529036564,-122.32395085534795,Sushi Kanpai,47.60744771413414,-122.32804463671569,Sushi Restaurant
490,First Hill,47.609909529036564,-122.32395085534795,8oz Burger Bar,47.6130943256242,-122.320805464895,Burger Joint
491,First Hill,47.609909529036564,-122.32395085534795,Salt & Straw,47.61415770404166,-122.3233996275977,Ice Cream Shop
492,First Hill,47.609909529036564,-122.32395085534795,Primo,47.60892189569463,-122.32937014438778,Italian Restaurant
493,First Hill,47.609909529036564,-122.32395085534795,Yoshino Teriyaki,47.60913310544385,-122.32596169369835,Asian Restaurant
494,First Hill,47.609909529036564,-122.32395085534795,CVS pharmacy,47.608534000000006,-122.325399,Pharmacy
495,First Hill,47.609909529036564,-122.32395085534795,Redhook Brewlab,47.61422178054726,-122.32276055714473,Brewery
496,First Hill,47.609909529036564,-122.32395085534795,Life On Mars,47.614155,-122.322329,Cocktail Bar
497,First Hill,47.609909529036564,-122.32395085534795,Vito's,47.608195,-122.327409,Lounge
498,First Hill,47.609909529036564,-122.32395085534795,Soi,47.61296476015443,-122.31928659634711,Thai Restaurant
499,First Hill,47.609909529036564,-122.32395085534795,Mercury @ MachineWerks,47.61265941325798,-122.31886488790921,Nightclub
500,First Hill,47.609909529036564,-122.32395085534795,Kaladi Brothers Coffee,47.61415161351147,-122.32456505977603,Coffee Shop
501,First Hill,47.609909529036564,-122.32395085534795,Dunbar Room at Hotel Sorrento,47.60895600310357,-122.32673531911813,Restaurant
502,First Hill,47.609909529036564,-122.32395085534795,Hotel Sorrento,47.60888467790363,-122.32675744411394,Hotel
503,First Hill,47.609909529036564,-122.32395085534795,SUBWAY,47.605629402998936,-122.32407394279488,Sandwich Place
504,First Hill,47.609909529036564,-122.32395085534795,Town Hall Seattle,47.60911799661179,-122.33005682964742,Performing Arts Venue
505,First Hill,47.609909529036564,-122.32395085534795,Stockbox First Hill Grocery,47.60562938265011,-122.32446435869734,Food & Drink Shop
506,First Hill,47.609909529036564,-122.32395085534795,Coffee Tree,47.60738843604867,-122.32800294217752,Coffee Shop
507,First Hill,47.609909529036564,-122.32395085534795,The Inn at Virginia Mason,47.60996587711585,-122.32685716800907,Hotel
508,First Hill,47.609909529036564,-122.32395085534795,Quarter Lounge,47.60853914252794,-122.32695068368929,Bar
509,First Hill,47.609909529036564,-122.32395085534795,Cedars in Capitol Hill,47.6063236,-122.3204399,Indian Restaurant
510,First Hill,47.609909529036564,-122.32395085534795,Metropolitan Deli & Cafe,47.60788553470582,-122.3283712110733,Deli / Bodega
511,Yesler Terrace,47.60318065338865,-122.3210375145991,Jucivana Coffee,47.601525666857746,-122.31713351526552,Juice Bar
512,Yesler Terrace,47.60318065338865,-122.3210375145991,Lan Huê,47.59919596087398,-122.32022778202317,Vietnamese Restaurant
513,Yesler Terrace,47.60318065338865,-122.3210375145991,Tamarind Tree,47.59982899733872,-122.31789066445099,Vietnamese Restaurant
514,Yesler Terrace,47.60318065338865,-122.3210375145991,Dong Thap Noodles,47.599841809234114,-122.31739444930886,Noodle House
515,Yesler Terrace,47.60318065338865,-122.3210375145991,Frye Art Museum,47.60705069445229,-122.32432584139437,Art Museum
516,Yesler Terrace,47.60318065338865,-122.3210375145991,Shabu Chic,47.5996335306155,-122.31879049162298,Japanese Restaurant
517,Yesler Terrace,47.60318065338865,-122.3210375145991,Vietnam House,47.59977372229291,-122.3178258509099,Vietnamese Restaurant
518,Yesler Terrace,47.60318065338865,-122.3210375145991,SUBWAY,47.605629402998936,-122.32407394279488,Sandwich Place
519,Yesler Terrace,47.60318065338865,-122.3210375145991,Sichuanese Cuisine,47.599445449722246,-122.31755528969278,Chinese Restaurant
520,Yesler Terrace,47.60318065338865,-122.3210375145991,Stockbox First Hill Grocery,47.60562938265011,-122.32446435869734,Food & Drink Shop
521,Yesler Terrace,47.60318065338865,-122.3210375145991,Bonchon Korean Fried Chicken,47.60710681355059,-122.32060516211065,Korean Restaurant
522,Yesler Terrace,47.60318065338865,-122.3210375145991,Cedars in Capitol Hill,47.6063236,-122.3204399,Indian Restaurant
523,Yesler Terrace,47.60318065338865,-122.3210375145991,Zobel Ethiopian Restaurant,47.605996000000005,-122.31598000000001,Ethiopian Restaurant
524,Pioneer Square,47.59778432785827,-122.33405940633332,General Porpoise Coffee & Doughnuts,47.599112722132304,-122.33432683996949,Donut Shop
525,Pioneer Square,47.59778432785827,-122.33405940633332,Il Terrazzo Carmine,47.59882839638095,-122.33469539437857,Italian Restaurant
526,Pioneer Square,47.59778432785827,-122.33405940633332,Salumi,47.599052219606946,-122.33282245609861,Italian Restaurant
527,Pioneer Square,47.59778432785827,-122.33405940633332,Caffè Umbria,47.59943514119855,-122.33285708962083,Coffee Shop
528,Pioneer Square,47.59778432785827,-122.33405940633332,Taylor Shellfish Oyster Bar,47.598736913469345,-122.33274587273797,Seafood Restaurant
529,Pioneer Square,47.59778432785827,-122.33405940633332,Cherry Street Public House,47.600450463452574,-122.33290772884978,Coffee Shop
530,Pioneer Square,47.59778432785827,-122.33405940633332,The Pharmacy,47.5992749490448,-122.33305345481402,Lounge
531,Pioneer Square,47.59778432785827,-122.33405940633332,Intrigue Chocolates,47.59918708025387,-122.33256699519845,Candy Store
532,Pioneer Square,47.59778432785827,-122.33405940633332,Flatstick Pub,47.6001432,-122.3310024,Mini Golf
533,Pioneer Square,47.59778432785827,-122.33405940633332,Lumen Field,47.59515336852327,-122.33163881010991,Stadium
534,Pioneer Square,47.59778432785827,-122.33405940633332,The Little London Plane,47.599290120142115,-122.33278667766864,Wine Bar
535,Pioneer Square,47.59778432785827,-122.33405940633332,Elm Coffee Roasters,47.600152370806754,-122.33094380272051,Coffee Shop
536,Pioneer Square,47.59778432785827,-122.33405940633332,Pioneer Square D&E,47.599468,-122.331497,New American Restaurant
537,Pioneer Square,47.59778432785827,-122.33405940633332,Zeitgeist Kunst & Kaffee,47.599122135315895,-122.33177941627368,Coffee Shop
538,Pioneer Square,47.59778432785827,-122.33405940633332,Pioneer Pet Feed & Supply,47.60088373457282,-122.33488107891347,Pet Store
539,Pioneer Square,47.59778432785827,-122.33405940633332,Good Bar,47.60011606018805,-122.3315971380008,Cocktail Bar
540,Pioneer Square,47.59778432785827,-122.33405940633332,Intrigue Chocolates Co.,47.60098477997922,-122.33528662376499,Chocolate Shop
541,Pioneer Square,47.59778432785827,-122.33405940633332,Seattle Fitness,47.59804063573383,-122.33424351342418,Gym
542,Pioneer Square,47.59778432785827,-122.33405940633332,Adam Tailoring and Alterations,47.599297,-122.331173,Tailor Shop
543,Pioneer Square,47.59778432785827,-122.33405940633332,Glasshouse Studio,47.599555530759815,-122.33297005646705,Art Gallery
544,Pioneer Square,47.59778432785827,-122.33405940633332,Damn the Weather,47.601004162802,-122.334119031303,Cocktail Bar
545,Pioneer Square,47.59778432785827,-122.33405940633332,Mod Pizza,47.600483000000004,-122.33251000000001,Pizza Place
546,Pioneer Square,47.59778432785827,-122.33405940633332,King Street Bar & Oven,47.598325796960346,-122.33216349163611,Pub
547,Pioneer Square,47.59778432785827,-122.33405940633332,Altstadt,47.60048,-122.334399,German Restaurant
548,Pioneer Square,47.59778432785827,-122.33405940633332,Hood Famous Cafe + Bar,47.59800673680192,-122.32776719034055,Café
549,Pioneer Square,47.59778432785827,-122.33405940633332,Smith Tower Observation Bar,47.602012114767625,-122.33179258432052,Cocktail Bar
550,Pioneer Square,47.59778432785827,-122.33405940633332,Tat's Delicatessen,47.601901016106545,-122.3324232258795,Sandwich Place
551,Pioneer Square,47.59778432785827,-122.33405940633332,The London Plane,47.60004034945503,-122.3328034077415,Café
552,Pioneer Square,47.59778432785827,-122.33405940633332,Pizza Pro,47.60142181530575,-122.33276379722038,Pizza Place
553,Pioneer Square,47.59778432785827,-122.33405940633332,Dough Zone Dumpling House,47.59793086989331,-122.32762427885967,Dumpling Restaurant
554,Interbay,47.64172700266643,-122.38106741548015,Michaels,47.64016230782979,-122.37888689455163,Arts & Crafts Store
555,Interbay,47.64172700266643,-122.38106741548015,Total Wine & More,47.6387727,-122.3770757,Wine Shop
556,Interbay,47.64172700266643,-122.38106741548015,Alpine Hut,47.63925968383428,-122.37647726029358,Bike Shop
557,Interbay,47.64172700266643,-122.38106741548015,HomeGoods,47.6398686,-122.3779183,Department Store
558,Interbay,47.64172700266643,-122.38106741548015,Time 4 Pho,47.64540100680548,-122.38246941849324,Vietnamese Restaurant
559,Interbay,47.64172700266643,-122.38106741548015,Interbay Golf Center,47.64412444618593,-122.37776858245111,Golf Course
560,Interbay,47.64172700266643,-122.38106741548015,U-Haul Storage of Interbay,47.64395167953621,-122.37670171966079,Storage Facility
561,Interbay,47.64172700266643,-122.38106741548015,Interbay Putting Course,47.64382704958854,-122.37841376458415,Golf Course
562,Interbay,47.64172700266643,-122.38106741548015,Interbay P-Patch,47.64137557635353,-122.37668207731434,Garden
563,Interbay,47.64172700266643,-122.38106741548015,Metro Bus Stop,47.641828,-122.376189,Bus Stop
564,Interbay,47.64172700266643,-122.38106741548015,Americano diner,47.644921000000004,-122.382676,Café
565,Interbay,47.64172700266643,-122.38106741548015,Metro Bus Stop #13830,47.64026482467731,-122.37631185073376,Bus Stop
566,Interbay,47.64172700266643,-122.38106741548015,Victory Studios,47.64024,-122.37621,Electronics Store
567,Interbay,47.64172700266643,-122.38106741548015,Corner Store,47.645170458378075,-122.38299840587864,Grocery Store
568,Interbay,47.64172700266643,-122.38106741548015,Fix Auto Interbay,47.64309,-122.37594,Miscellaneous Shop
569,Interbay,47.64172700266643,-122.38106741548015,Josefina's Mexican Grill,47.6452891908722,-122.38264330432025,Mexican Restaurant
570,Interbay,47.64172700266643,-122.38106741548015,New China Express,47.645269,-122.38311599999999,Asian Restaurant
571,Interbay,47.64172700266643,-122.38106741548015,The Little Gym,47.63907563485052,-122.37660168342666,Gym
572,Interbay,47.64172700266643,-122.38106741548015,Emerald City Basketball Academy,47.63876548438984,-122.37694250404455,Basketball Court
573,Interbay,47.64172700266643,-122.38106741548015,Raye Field,47.64343475308234,-122.38719284671262,Baseball Field
574,Seaview,47.551740491478235,-122.39372238649234,Mel's TikiBa,47.55011329881003,-122.39294097832645,Speakeasy
575,Seaview,47.551740491478235,-122.39372238649234,West Seattle California Junction,47.554084,-122.39225,Night Market
576,Seaview,47.551740491478235,-122.39372238649234,Morgan Junction CrossFit,47.54923048028588,-122.39152680004736,Gym
577,Seaview,47.551740491478235,-122.39372238649234,Blumenstein Audio,47.55229568481445,-122.38945007324219,Electronics Store
578,Seaview,47.551740491478235,-122.39372238649234,IanFitness West Seattle,47.5505256652832,-122.38736724853516,Gym / Fitness Center
579,Gatewood,47.53795410877033,-122.38423069541795,Caffe Ladro,47.54034741082549,-122.38742974688397,Coffee Shop
580,Gatewood,47.53795410877033,-122.38423069541795,The Little Gym West Seattle,47.54005572312155,-122.3875189969915,Gym
581,Gatewood,47.53795410877033,-122.38423069541795,Stella Ruffington's,47.54062302877796,-122.38733193013829,Pet Store
582,Gatewood,47.53795410877033,-122.38423069541795,Chill Massage Therapy,47.540875,-122.387524,Massage Studio
583,Gatewood,47.53795410877033,-122.38423069541795,Solstice Park,47.53640665651844,-122.3900494115487,Park
584,Alki,47.57452466181284,-122.40434630029888,Schmitz Preserve Park,47.57728498325171,-122.4020581229318,Park
585,Alki,47.57452466181284,-122.40434630029888,Smitz Park,47.577674865722656,-122.4067611694336,Trail
586,Alki,47.57452466181284,-122.40434630029888,West seattle lookout,47.57704488677678,-122.40009871963815,Scenic Lookout
587,Alki,47.57452466181284,-122.40434630029888,Alki Beach Chateau,47.578839,-122.405813,Boarding House
588,North Admiral,47.5791257046394,-122.38706632576296,Freshy's Coffee,47.5782012454133,-122.38666575482405,Coffee Shop
589,North Admiral,47.5791257046394,-122.38706632576296,Circa Grill and Ale House,47.581030301082826,-122.38662124034882,American Restaurant
590,North Admiral,47.5791257046394,-122.38706632576296,Admiral Bird,47.58107786746645,-122.3863837461017,Coffee Shop
591,North Admiral,47.5791257046394,-122.38706632576296,Great Clips,47.580675479951694,-122.38626167178154,Salon / Barbershop
592,North Admiral,47.5791257046394,-122.38706632576296,Mud Bay,47.58085534848873,-122.38672541266612,Pet Store
593,North Admiral,47.5791257046394,-122.38706632576296,Pizzeria 22,47.58292544551049,-122.38589819681312,Pizza Place
594,North Admiral,47.5791257046394,-122.38706632576296,Mawadda Cafe,47.58136694701016,-122.38649906197865,Middle Eastern Restaurant
595,North Admiral,47.5791257046394,-122.38706632576296,Redbox,47.581465,-122.38741499999999,Video Store
596,North Admiral,47.5791257046394,-122.38706632576296,Chase Bank,47.580806,-122.386246,Bank
597,North Admiral,47.5791257046394,-122.38706632576296,Mission Latin Restaurant & Lounge,47.582246,-122.386889,Mexican Restaurant
598,North Admiral,47.5791257046394,-122.38706632576296,Alki Mail and Dispatch,47.580933359623835,-122.39204425742335,Post Office
599,North Admiral,47.5791257046394,-122.38706632576296,Admiral Theater,47.58187985079044,-122.3868748887415,Theater
600,North Admiral,47.5791257046394,-122.38706632576296,Baskin-Robbins,47.580987,-122.38446,Ice Cream Shop
601,North Admiral,47.5791257046394,-122.38706632576296,Arthur's,47.582579176696576,-122.38663414232259,Australian Restaurant
602,North Admiral,47.5791257046394,-122.38706632576296,New Leaf Bistro,47.58165473177308,-122.38639269223087,Vietnamese Restaurant
603,North Admiral,47.5791257046394,-122.38706632576296,Anytime Fitness,47.58329,-122.38606,Gym / Fitness Center
604,North Admiral,47.5791257046394,-122.38706632576296,PCC Natural Markets,47.57759948976444,-122.38707133573105,Supermarket
605,North Admiral,47.5791257046394,-122.38706632576296,Vidiot,47.58148800684525,-122.38574767670175,Bar
606,North Admiral,47.5791257046394,-122.38706632576296,7-Eleven,47.5814652281549,-122.387416362762,Convenience Store
607,North Admiral,47.5791257046394,-122.38706632576296,Menchie's,47.580529,-122.38626799999999,Frozen Yogurt Shop
608,North Admiral,47.5791257046394,-122.38706632576296,Pailin Thai,47.5832986031574,-122.38656476872994,Thai Restaurant
609,North Admiral,47.5791257046394,-122.38706632576296,Domino's Pizza,47.574815781313305,-122.38641280147431,Pizza Place
610,North Admiral,47.5791257046394,-122.38706632576296,Metropolitan Market West Seattle (Admiral),47.58201235,-122.38479928,Market
611,North Admiral,47.5791257046394,-122.38706632576296,Yen Wor Village Restaurant,47.58279695415669,-122.38636143998444,Chinese Restaurant
612,North Admiral,47.5791257046394,-122.38706632576296,Shell,47.58142,-122.384275,Gas Station
613,North Admiral,47.5791257046394,-122.38706632576296,Copper Coin,47.58212218149129,-122.38660194789023,Pub
614,North Admiral,47.5791257046394,-122.38706632576296,Starbucks,47.579843,-122.385934,Coffee Shop
615,North Admiral,47.5791257046394,-122.38706632576296,Admiral Pub,47.58270022315835,-122.38630421109264,Pub
616,North Admiral,47.5791257046394,-122.38706632576296,Safeway,47.57998394678411,-122.38636578902435,Grocery Store
617,North Admiral,47.5791257046394,-122.38706632576296,Jack in the Box,47.580951395626435,-122.38564074039459,Fast Food Restaurant
618,Fairmount Park,47.55510127782201,-122.38052462359002,Camp Long,47.55528331950861,-122.37515613419178,Campground
619,Fairmount Park,47.55510127782201,-122.38052462359002,Papa John's Pizza,47.554182,-122.386628,Pizza Place
620,Fairmount Park,47.55510127782201,-122.38052462359002,Thaitan,47.554017677219946,-122.3867377319595,Thai Restaurant
621,Fairmount Park,47.55510127782201,-122.38052462359002,Fairmount Park - Soccer Fields,47.55446614426995,-122.38094067326055,Soccer Field
622,Fairmount Park,47.55510127782201,-122.38052462359002,Fairmount Playground,47.554759635860066,-122.38052686640782,Park
623,Fairmount Park,47.55510127782201,-122.38052462359002,Origins Cannabis,47.559210639753324,-122.3823224796312,Marijuana Dispensary
624,Genesee,47.56524558649574,-122.38759028224112,Seattle Fish Company,47.56368700609792,-122.38698920301972,Fish Market
625,Genesee,47.56524558649574,-122.38759028224112,Itto's Tapas - Moroccan and Spanish Tapas Bar & Restaurant,47.56474933843798,-122.38659831785066,Tapas Restaurant
626,Genesee,47.56524558649574,-122.38759028224112,The Beer Junction,47.56257396073253,-122.38710399011414,Beer Store
627,Genesee,47.56524558649574,-122.38759028224112,Ma’ono Fried Chicken & Whisky,47.563618349399846,-122.38688870521973,Fried Chicken Joint
